pmid,title,abstract,journal,year
33213497,An in vitro bioengineered model of the human arterial neurovascular unit to study neurodegenerative diseases.,"INTRODUCTION: The neurovascular unit (NVU) - the interaction between the neurons and the cerebrovasculature - is increasingly important to interrogate through human-based experimental models. Although advanced models of cerebral capillaries have been developed in the last decade, there is currently no in vitro 3-dimensional (3D) perfusible model of the human cortical arterial NVU.
METHOD: We used a tissue-engineering technique to develop a scaffold-directed, perfusible, 3D human NVU that is cultured in native-like flow conditions that mimics the anatomy and physiology of cortical penetrating arteries.
RESULTS: This system, composed of primary human vascular cells (endothelial cells, smooth muscle cells and astrocytes) and induced pluripotent stem cell (iPSC) derived neurons, demonstrates a physiological multilayer organization of the involved cell types. It reproduces key characteristics of cortical neurons and astrocytes and enables formation of a selective and functional endothelial barrier. We provide proof-of-principle data showing that this in vitro human arterial NVU may be suitable to study neurovascular components of neurodegenerative diseases such as Alzheimer's disease (AD), as endogenously produced phosphorylated tau and beta-amyloid accumulate in the model over time. Finally, neuronal and glial fluid biomarkers relevant to neurodegenerative diseases are measurable in our arterial NVU model.
CONCLUSION: This model is a suitable research tool to investigate arterial NVU functions in healthy and disease states. Further, the design of the platform allows culture under native-like flow conditions for extended periods of time and yields sufficient tissue and media for downstream immunohistochemistry and biochemistry analyses.",Mol Neurodegener,2020
32488129,The human brain NGF metabolic pathway is impaired in the pre-clinical and clinical continuum of Alzheimers disease.,"The NGF metabolic pathway entails the proteins that mature pro-nerve growth factor (proNGF) to NGF and those that degrade NGF. Basal forebrain cholinergic neurons require NGF for maintenance of cholinergic phenotype, are critical for cognition, and degenerate early in Alzheimer's disease (AD). In AD, NGF metabolism is altered, but it is not known whether this is an early phenomenon, nor how it relates to AD pathology and symptomology. We acquired dorsolateral/medial prefrontal cortex samples from individuals with Alzheimer's dementia, Mild Cognitive Impairment (MCI), or no cognitive impairment with high (HA-NCI) and low (LA-NCI) brain Aβ from the Religious Orders Study. Cortical proNGF protein, but not mRNA, was higher in AD, MCI, and HA-NCI, while mature NGF was lower. Plasminogen protein was higher in MCI and AD brain tissue, with plasminogen mRNA not likewise elevated, suggesting diminished activation of the proNGF convertase, plasmin. The plasminogen activator tPA was lower in HA-NCI while neuroserpin, the CNS tPA inhibitor, was higher in AD and MCI cortical samples. Matrix metalloproteinase 9 (MMP9), which degrades NGF, was overactive in MCI and AD. Transcription of the MMP9 inhibitor TIMP1 was lower in HA-NCI. ProNGF levels correlated with plasminogen, neuroserpin, and VAChT while NGF correlated with MMP9 activity. In NCI, proNGF correlated with cerebral Aβ and tau deposition and to cognitive performance. In summary, proNGF maturation is impaired in preclinical and clinical AD while mature NGF degradation is enhanced. These differences correlate with cognition, pathology, and cholinergic tone, and may suggest novel biomarkers and therapeutic targets.",Mol Psychiatry,2020
33184495,How autism and Alzheimer's disease are TrAPPed.,,Mol Psychiatry,2020
33328588,Hyperactivation of P2X7 receptors as a culprit of COVID-19 neuropathology.,"Scientists and health professionals are exhaustively trying to contain the coronavirus disease 2019 (COVID-19) pandemic by elucidating viral invasion mechanisms, possible drugs to prevent viral infection/replication, and health cares to minimize individual exposure. Although neurological symptoms are being reported worldwide, neural acute and long-term consequences of SARS-CoV-2 are still unknown. COVID-19 complications are associated with exacerbated immunoinflammatory responses to SARS-CoV-2 invasion. In this scenario, pro-inflammatory factors are intensely released into the bloodstream, causing the so-called ""cytokine storm"". Both pro-inflammatory factors and viruses may cross the blood-brain barrier and enter the central nervous system, activating neuroinflammatory responses accompanied by hemorrhagic lesions and neuronal impairment, which are largely described processes in psychiatric disorders and neurodegenerative diseases. Therefore, SARS-CoV-2 infection could trigger and/or worse brain diseases. Moreover, patients with central nervous system disorders associated to neuroimmune activation (e.g. depression, Parkinson's and Alzheimer's disease) may present increased susceptibility to SARS-CoV-2 infection and/or achieve severe conditions. Elevated levels of extracellular ATP induced by SARS-CoV-2 infection may trigger hyperactivation of P2X7 receptors leading to NLRP3 inflammasome stimulation as a key mediator of neuroinvasion and consequent neuroinflammatory processes, as observed in psychiatric disorders and neurodegenerative diseases. In this context, P2X7 receptor antagonism could be a promising strategy to prevent or treat neurological complications in COVID-19 patients.",Mol Psychiatry,2020
32591633,Amyloid-beta modulates the association between neurofilament light chain and brain atrophy in Alzheimer's disease.,"Neurofilament light chain (NFL) measurement has been gaining strong support as a clinically useful neuronal injury biomarker for various neurodegenerative conditions. However, in Alzheimer's disease (AD), its reflection on regional neuronal injury in the context of amyloid pathology remains unclear. This study included 83 cognitively normal (CN), 160 mild cognitive impairment (MCI), and 73 AD subjects who were further classified based on amyloid-beta (Aβ) status as positive or negative (Aβ+ vs Aβ-). In addition, 13 rats (5 wild type and 8 McGill-R-Thy1-APP transgenic (Tg)) were examined. In the clinical study, reduced precuneus/posterior cingulate cortex and hippocampal grey matter density were significantly associated with increased NFL concentrations in cerebrospinal fluid (CSF) or plasma in MCI Aβ+ and AD Aβ+. Moreover, AD Aβ+ showed a significant association between the reduced grey matter density in the AD-vulnerable regions and increased NFL concentrations in CSF or plasma. Congruently, Tg rats recapitulated and validated the association between CSF NFL and grey matter density in the parietotemporal cortex, entorhinal cortex, and hippocampus in the presence of amyloid pathology. In conclusion, reduced grey matter density and elevated NFL concentrations in CSF and plasma are associated in AD-vulnerable regions in the presence of amyloid positivity in the AD clinical spectrum and amyloid Tg rat model. These findings further support the NFL as a neuronal injury biomarker in the research framework of AD biomarker classification and for the evaluation of therapeutic efficacy in clinical trials.",Mol Psychiatry,2020
33037195,A versatile soluble siglec scaffold for sensitive and quantitative detection of glycan ligands.,"Sialic acid-binding immunoglobulin-type lectins (Siglecs) are immunomodulatory receptors that are regulated by their glycan ligands. The connections between Siglecs and human disease motivate improved methods to detect Siglec ligands. Here, we describe a new versatile set of Siglec-Fc proteins for glycan ligand detection. Enhanced sensitivity and selectivity are enabled through multimerization and avoiding Fc receptors, respectively. Using these Siglec-Fc proteins, Siglec ligands are systematically profiled on healthy and cancerous cells and tissues, revealing many unique patterns. Additional features enable the production of small, homogenous Siglec fragments and development of a quantitative ligand-binding mass spectrometry assay. Using this assay, the ligand specificities of several Siglecs are clarified. For CD33 (Siglec-3), we demonstrate that it recognizes both α2-3 and α2-6 sialosides in solution and on cells, which has implications for its link to Alzheimer's disease susceptibility. These soluble Siglecs reveal the abundance of their glycan ligands on host cells as self-associated molecular patterns.",Nat Commun,2020
32968074,Risk prediction of late-onset Alzheimer's disease implies an oligogenic architecture.,"Genetic association studies have identified 44 common genome-wide significant risk loci for late-onset Alzheimer's disease (LOAD). However, LOAD genetic architecture and prediction are unclear. Here we estimate the optimal P-threshold (P<sub>optimal</sub>) of a genetic risk score (GRS) for prediction of LOAD in three independent datasets comprising 676 cases and 35,675 family history proxy cases. We show that the discriminative ability of GRS in LOAD prediction is maximised when selecting a small number of SNPs. Both simulation results and direct estimation indicate that the number of causal common SNPs for LOAD may be less than 100, suggesting LOAD is more oligogenic than polygenic. The best GRS explains approximately 75% of SNP-heritability, and individuals in the top decile of GRS have ten-fold increased odds when compared to those in the bottom decile. In addition, 14 variants are identified that contribute to both LOAD risk and age at onset of LOAD.",Nat Commun,2020
32826893,A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders.,"We describe a human single-nuclei transcriptomic atlas for the substantia nigra (SN), generated by sequencing approximately 17,000 nuclei from matched cortical and SN samples. We show that the common genetic risk for Parkinson's disease (PD) is associated with dopaminergic neuron (DaN)-specific gene expression, including mitochondrial functioning, protein folding and ubiquitination pathways. We identify a distinct cell type association between PD risk and oligodendrocyte-specific gene expression. Unlike Alzheimer's disease (AD), we find no association between PD risk and microglia or astrocytes, suggesting that neuroinflammation plays a less causal role in PD than AD. Beyond PD, we find associations between SN DaNs and GABAergic neuron gene expression and multiple neuropsychiatric disorders. Conditional analysis reveals that distinct neuropsychiatric disorders associate with distinct sets of neuron-specific genes but converge onto shared loci within oligodendrocytes and oligodendrocyte precursors. This atlas guides our aetiological understanding by associating SN cell type expression profiles with specific disease risk.",Nat Commun,2020
33139712,APOE4 exacerbates synapse loss and neurodegeneration in Alzheimer's disease patient iPSC-derived cerebral organoids.,"APOE4 is the strongest genetic risk factor associated with late-onset Alzheimer's disease (AD). To address the underlying mechanism, we develop cerebral organoid models using induced pluripotent stem cells (iPSCs) with APOE ε3/ε3 or ε4/ε4 genotype from individuals with either normal cognition or AD dementia. Cerebral organoids from AD patients carrying APOE ε4/ε4 show greater apoptosis and decreased synaptic integrity. While AD patient-derived cerebral organoids have increased levels of Aβ and phosphorylated tau compared to healthy subject-derived cerebral organoids, APOE4 exacerbates tau pathology in both healthy subject-derived and AD patient-derived organoids. Transcriptomics analysis by RNA-sequencing reveals that cerebral organoids from AD patients are associated with an enhancement of stress granules and disrupted RNA metabolism. Importantly, isogenic conversion of APOE4 to APOE3 attenuates the APOE4-related phenotypes in cerebral organoids from AD patients. Together, our study using human iPSC-organoids recapitulates APOE4-related phenotypes and suggests APOE4-related degenerative pathways contributing to AD pathogenesis.",Nat Commun,2020
33288742,Increasing the reproducibility of fluid biomarker studies in neurodegenerative studies.,"Biomarkers have revolutionized scientific research on neurodegenerative diseases, in particular Alzheimer's disease, transformed drug trial design, and are also increasingly improving patient management in clinical practice. A few key cerebrospinal fluid biomarkers have been robustly associated with neurodegenerative diseases. Several novel biomarkers are very promising, especially blood-based markers. However, many biomarker findings have had low reproducibility despite initial promising results. In this perspective, we identify possible sources for low reproducibility of studies on fluid biomarkers for neurodegenerative diseases, with a focus on Alzheimer's disease. We suggest guidelines for researchers and journal editors, with the aim to improve reproducibility of findings.",Nat Commun,2020
32029921,Author Correction: Genome-wide meta-analysis identifies new loci and functional pathways influencing Alzheimer's disease risk.,An amendment to this paper has been published and can be accessed via a link at the top of the paper.,Nat Genet,2020
33461049,Associations between brain amyloid accumulation and the use of angiotensin-converting enzyme inhibitors versus angiotensin receptor blockers.,"Some studies suggest that angiotensin II type 1 receptor blockers (ARBs) may protect against memory decline more than angiotensin-converting enzyme inhibitors (ACE-Is), but few have examined possible mechanisms. We assessed longitudinal differences between ARB versus ACE-I users in global and sub-regional amyloid-β accumulation by <sup>18</sup>F-florbetapir. In cognitively normal older adults (n= 142), propensity-weighted linear mixed-effects models showed that ARB versus ACE-I use was associated with slower amyloid-β accumulation in the cortex, and specifically in the caudal anterior cingulate and precuneus, and in the precentral and postcentral gyri. In amyloid-positive participants with Alzheimer's disease dementia or mild cognitive impairment (n = 169), ARB versus ACE-I use was not associated with different rates of amyloid-β accumulation. Apolipoprotein E ε4 carrier status explained some heterogeneity in the different rates of amyloid-β accumulation between users of ARBs versus ACE-Is in the study. Replicative studies and clinical trials are warranted to confirm potential benefits of ARBs on rates of amyloid-β accumulation in the contexts of Alzheimer's disease prevention and treatment.",Neurobiol Aging,2020
33477009,Association of enlarged perivascular spaces with Aβ and tau deposition in cognitively normal older population.,"The relationship between magnetic resonance imaging (MRI)-visible enlarged perivascular spaces (EPVS) and Aβ and tau deposition is poorly investigated in cognitively normal older population. In our study, a total of 106 cognitively normal older subjects from the Alzheimer's Disease Neuroimaging Initiative database were included. All the subjects underwent brain MRI, florbetapir positron emission tomography (PET), and flortaucipir PET examinations. EPVS were rated on MRI using a 5-point scale in the basal ganglia (BG-EPVS) and the centrum semiovale (CSO-EPVS). Our study revealed that 43 subjects had high-degree BG-EPVS (degree >1) and 58 subjects had high-degree CSO-EPVS (degree >1). In logistic regression, high degree of BG-EPVS was associated with age (odds ratio [OR]: 1.08, 95% confidence interval [CI]: 1.01-1.16) and severe deep white matter hyperintensity (OR: 2.67, 95% CI: 1.12-6.35). High degree of CSO-EPVS was associated with flortaucipir PET positivity (OR: 2.24, 95% CI: 1.02-4.93). In conclusion, high degree of CSO-EPVS was associated with tau deposition in the brain, whereas high degree of BG-EPVS was associated with age and severe deep white matter hyperintensity, a marker of small vessel disease.",Neurobiol Aging,2020
33338617,Analyzing the effect of APOE on Alzheimer's disease progression using an event-based model for stratified populations.,"Alzheimer's disease (AD) is the most common form of dementia and is phenotypically heterogeneous. APOE is a triallelic gene which correlates with phenotypic heterogeneity in AD. In this work, we determined the effect of APOE alleles on the disease progression timeline of AD using a discriminative event-based model (DEBM). Since DEBM is a data-driven model, stratification into smaller disease subgroups would lead to more inaccurate models as compared to fitting the model on the entire dataset. Hence our secondary aim is to propose and evaluate novel approaches in which we split the different steps of DEBM into group-aspecific and group-specific parts, where the entire dataset is used to train the group-aspecific parts and only the data from a specific group is used to train the group-specific parts of the DEBM. We performed simulation experiments to benchmark the accuracy of the proposed approaches and to select the optimal approach. Subsequently, the chosen approach was applied to the baseline data of 417 cognitively normal, 235 mild cognitively impaired who convert to AD within 3 years, and 342 AD patients from the Alzheimers Disease Neuroimaging Initiative (ADNI) dataset to gain new insights into the effect of APOE carriership on the disease progression timeline of AD. In the ε4 carrier group, the model predicted with high confidence that CSF Amyloidβ<sub>42</sub> and the cognitive score of Alzheimer's Disease Assessment Scale (ADAS) are early biomarkers. Hippocampus was the earliest volumetric biomarker to become abnormal, closely followed by the CSF Phosphorylated Tau<sub>181</sub> (PTAU) biomarker. In the homozygous ε3 carrier group, the model predicted a similar ordering among CSF biomarkers. However, the volume of the fusiform gyrus was identified as one of the earliest volumetric biomarker. While the findings in the ε4 carrier and the homozygous ε3 carrier groups fit the current understanding of progression of AD, the finding in the ε2 carrier group did not. The model predicted, with relatively low confidence, CSF Neurogranin as one of the earliest biomarkers along with cognitive score of Mini-Mental State Examination (MMSE). Amyloid β<sub>42</sub> was found to become abnormal after PTAU. The presented models could aid understanding of the disease, and in selecting homogeneous group of presymptomatic subjects at-risk of developing symptoms for clinical trials.",Neuroimage,2020
33134515,Association of blood-based transcriptional risk scores with biomarkers for Alzheimer disease.,"OBJECTIVE: To determine whether transcriptional risk scores (TRSs), a summation of polarized expression levels of functional genes, reflect the risk of Alzheimer disease (AD).
METHODS: Blood transcriptome data were from Caucasian participants, which included AD, mild cognitive impairment, and cognitively normal controls (CN) in the Alzheimer's Disease Neuroimaging Initiative (ADNI, n = 661) and AddNeuroMed (n = 674) cohorts. To calculate TRSs, we selected functional genes that were expressed under the control of the AD risk loci and were identified as being responsible for AD by using Bayesian colocalization and mendelian randomization methods. Regression was used to investigate the association of the TRS with diagnosis (AD vs CN) and MRI biomarkers (entorhinal thickness and hippocampal volume). Regression was also used to evaluate whether expression of each functional gene was associated with AD diagnosis.
RESULTS: The TRS was significantly associated with AD diagnosis, hippocampal volume, and entorhinal cortical thickness in the ADNI. The association of the TRS with AD diagnosis and entorhinal cortical thickness was also replicated in AddNeuroMed. Among functional genes identified to calculate the TRS, CD33 and PILRA were significantly upregulated, and TRAPPC6A was significantly downregulated in patients with AD compared with CN, all of which were identified in the ADNI and replicated in AddNeuroMed.
CONCLUSIONS: The blood-based TRS is significantly associated with AD diagnosis and neuroimaging biomarkers. In blood, CD33 and PILRA were known to be associated with uptake of β-amyloid and herpes simplex virus 1 infection, respectively, both of which may play a role in the pathogenesis of AD.
CLASSIFICATION OF EVIDENCE: The study is rated Class III because of the case control design and the risk of spectrum bias.",Neurol Genet,2020
33229499,How a buildup of abnormal proteins in the brain may be the key to understanding Alzheimer disease.,,Neurology,2020
32926328,5-N-ethyl Carboxamidoadenosine Stimulates Adenosine-2b Receptor-Mediated Mitogen-Activated Protein Kinase Pathway to Improve Brain Mitochondrial Function in Amyloid Beta-Induced Cognitive Deficit Mice.,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder with loss in memory as one of the cardinal features. 5-N-ethyl carboxamidoadenosine (NECA), an agonist of adenosine-2b receptor, exerts neuroprotective activity against several experimental conditions. Further, NECA activates mitogen-activated protein kinase (MAPK) and also attenuates mitochondrial toxicity in mammalian tissues other than brain. Moreover, there is no report on the role of A2b/MAPK-mediated signaling pathway in Aβ-induced mitochondrial toxicity in the brain of the experimental animals. Therefore, the present study evaluated the neuroprotective activity of NECA with or without MAPK inhibitor against Aβ-induced cognitive deficit and mitochondrial toxicity in the experimental rodents. Further, the effect of NECA with or without MAPK inhibitor was evaluated on Aβ-induced mitochondrial toxicity in the memory-sensitive mice brain regions. Intracerebroventricular (ICV) injection of Aβ 1-42 was injected to healthy male mice through Hamilton syringe via polyethylene tube to induce AD-like behavioral manifestations. NECA attenuated Aβ-induced cognitive impairments in the rodents. In addition, NECA ameliorated Aβ-induced Aβ accumulation and cholinergic dysfunction in the selected memory-sensitive mouse HIP, PFC, and AMY. Further, NECA significantly attenuated Aβ-induced mitochondrial toxicity in terms of decrease in the mitochondrial function, integrity, and bioenergetics in the brain regions of these animals. However, MAPKI diminished the therapeutic effects of NECA on behavioral, biochemical, and molecular observations in AD-like animals. Therefore, it can be speculated that NECA exhibits neuroprotective activity perhaps through MAPK activation in AD-like rodents. Moreover, A2b-mediated MAPK activation could be a promising target in the management of AD.",Neuromolecular Med,2020
33238137,"Transformative Network Modeling of Multi-omics Data Reveals Detailed Circuits, Key Regulators, and Potential Therapeutics for Alzheimer's Disease.","To identify the molecular mechanisms and novel therapeutic targets of late-onset Alzheimer's Disease (LOAD), we performed an integrative network analysis of multi-omics profiling of four cortical areas across 364 donors with varying cognitive and neuropathological phenotypes. Our analyses revealed thousands of molecular changes and uncovered neuronal gene subnetworks as the most dysregulated in LOAD. ATP6V1A was identified as a key regulator of a top-ranked neuronal subnetwork, and its role in disease-related processes was evaluated through CRISPR-based manipulation in human induced pluripotent stem cell-derived neurons and RNAi-based knockdown in Drosophila models. Neuronal impairment and neurodegeneration caused by ATP6V1A deficit were improved by a repositioned compound, NCH-51. This study provides not only a global landscape but also detailed signaling circuits of complex molecular interactions in key brain regions affected by LOAD, and the resulting network models will serve as a blueprint for developing next-generation therapeutic agents against LOAD.",Neuron,2020
32012164,Tensor decomposition of stimulated monocyte and macrophage gene expression profiles identifies neurodegenerative disease-specific trans-eQTLs.,"Recent human genetic studies suggest that cells of the innate immune system have a primary role in the pathogenesis of neurodegenerative diseases. However, the results from these studies often do not elucidate how the genetic variants affect the biology of these cells to modulate disease risk. Here, we applied a tensor decomposition method to uncover disease associated gene networks linked to distal genetic variation in stimulated human monocyte and macrophage gene expression profiles. We report robust evidence that some disease associated genetic variants affect the expression of multiple genes in trans. These include a Parkinson's disease locus influencing the expression of genes mediated by a protease that controls lysosomal function, and Alzheimer's disease loci influencing the expression of genes involved in type 1 interferon signaling, myeloid phagocytosis, and complement cascade pathways. Overall, we uncover gene networks in induced innate immune cells linked to disease associated genetic variants, which may help elucidate the underlying biology of disease.",PLoS Genet,2020
33152005,The association of clinical phenotypes to known AD/FTD genetic risk loci and their inter-relationship.,"To elucidate how variants in genetic risk loci previously implicated in Alzheimer's Disease (AD) and/or frontotemporal dementia (FTD) contribute to expression of disease phenotypes, a phenome-wide association study was performed in two waves. In the first wave, we explored clinical traits associated with thirteen genetic variants previously reported to be linked to disease risk using both the 23andMe and UKB cohorts. We tested 30 additional AD variants in UKB cohort only in the second wave. APOE variants defining ε2/ε3/ε4 alleles and rs646776 were identified to be significantly associated with metabolic/cardiovascular and longevity traits. APOE variants were also significantly associated with neurological traits. ABI3 variant rs28394864 was significantly associated with cardiovascular (e.g. (hypertension, ischemic heart disease, coronary atherosclerosis, angina) and immune-related trait asthma. Both APOE variants and CLU variant were significantly associated with nearsightedness. HLA- DRB1 variant was associated with diseases with immune-related traits. Additionally, variants from 10+ AD genes (BZRAP1-AS1, ADAMTS4, ADAM10, APH1B, SCIMP, ABI3, SPPL2A, ZNF232, GRN, CD2AP, and CD33) were associated with hematological measurements such as white blood cell (leukocyte) count, monocyte count, neutrophill count, platelet count, and/or mean platelet (thrombocyte) volume (an autoimmune disease biomarker). Many of these genes are expressed specifically in microglia. The associations of ABI3 variant with cardiovascular and immune-related traits are one of the novel findings from this study. Taken together, it is evidenced that at least some AD and FTD variants are associated with multiple clinical phenotypes and not just dementia. These findings were discussed in the context of causal relationship versus pleiotropy via Mendelian randomization analysis.",PLoS One,2020
33119615,G82S RAGE polymorphism influences amyloid-RAGE interactions relevant in Alzheimer's disease pathology.,"Receptor for advanced glycation end products (RAGE) has been implicated in the pathophysiology of Alzheimers disease(AD) due to its ability to bind amyloid-beta (Aβ42) and mediate inflammatory response. G82S RAGE polymorphism is associated with AD but the molecular mechanism for this association is not understood. Our previous in silico study indicated a higher binding affinity for mutated G82S RAGE, which could be caused due to changes in N linked glycosylation at residue N81. To confirm this hypothesis, in the present study molecular dynamics (MD) simulations were used to simulate the wild type (WT) and G82S glycosylated structures of RAGE to identify the global structural changes and to find the binding efficiency with Aβ42 peptide. Binding pocket analysis of the MD trajectory showed that cavity/binding pocket in mutant G82S glycosylated RAGE variants is more exposed and accessible to external ligands compared to WT RAGE, which can enhance the affinity of RAGE for Aβ. To validate the above concept, an in vitro binding study was carried using SHSY5Y cell line expressing recombinant WT and mutated RAGE variant individually to which HiLyte Fluor labeled Aβ42 was incubated at different concentrations. Saturated binding kinetics method was adopted to determine the Kd values for Aβ42 binding to RAGE. The Kd value for Aβ42- WT and Aβ42-mutant RAGE binding were 92±40 nM (95% CI-52 to 152nM; R2-0.92) and 45±20 nM (95% CI -29 to 64nM; R2-0.93), respectively. The Kd value of <100nM observed for both variants implicates RAGE as a high-affinity receptor for Aβ42 and mutant RAGE has higher affinity compared to WT. The alteration in binding affinity is responsible for activation of the inflammatory pathway as implicated by enhanced expression of TNFα and IL6 in mutant RAGE expressing cell line which gives a mechanistic view for the G82S RAGE association with AD.",PLoS One,2020
33370284,The protective mutation A673T in amyloid precursor protein gene decreases Aβ peptides production for 14 forms of Familial Alzheimer's Disease in SH-SY5Y cells.,"The deposition of Aβ plaques in the brain leads to the onset and development of Alzheimer's disease. The Amyloid precursor protein (APP) is cleaved by α-secretase (non-amyloidogenic processing of APP), however increased cleavage by β-secretase (BACE1) leads to the accumulation of Aβ peptides, which forms plaques. APP mutations mapping to exons 16 and 17 favor plaque accumulation and cause Familial Alzheimer Disease (FAD). However, a variant of the APP gene (A673T) originally found in an Icelandic population reduces BACE1 cleavage by 40%. A series of plasmids containing the APP gene, each with one of 29 different FAD mutations mapping to exon 16 and exon 17 was created. These plasmids were then replicated with the addition of the A673T mutation. Combined these formed the library of plasmids that was used in this study. The plasmids were transfected in neuroblastomas to assess the effect of this mutation on Aβ peptide production. The production of Aβ peptides was decreased for some FAD mutations due to the presence of the co-dominant A673T mutation. The reduction of Aβ peptide concentrations for the London mutation (V717I) even reached the same level as for A673T control in SH-SY5Y cells. These preliminary results suggest that the insertion of A673T in APP genes containing FAD mutations might confer a clinical benefit in preventing or delaying the onset of some FADs.",PLoS One,2020
31797582,Predicting Longitudinal Outcomes of Alzheimer's Disease via a Tensor-Based Joint Classification and Regression Model.,"Alzheimer's disease (AD) is a serious neurodegenerative condition that affects millions of people across the world. Recently machine learning models have been used to predict the progression of AD, although they frequently do not take advantage of the longitudinal and structural components associated with multi-modal medical data. To address this, we present a new algorithm that uses the multi-block alternating direction method of multipliers to optimize a novel objective that combines multi-modal longitudinal clinical data of various modalities to simultaneously predict the cognitive scores and diagnoses of the participants in the Alzheimer's Disease Neuroimaging Initiative cohort. Our new model is designed to leverage the structure associated with clinical data that is not incorporated into standard machine learning optimization algorithms. This new approach shows state-of-the-art predictive performance and validates a collection of brain and genetic biomarkers that have been recorded previously in AD literature.",Pac Symp Biocomput,2020
33246962,Patient-centered connectivity-based prediction of tau pathology spread in Alzheimer's disease.,"In Alzheimer's disease (AD), the Braak staging scheme suggests a stereotypical tau spreading pattern that does, however, not capture interindividual variability in tau deposition. This complicates the prediction of tau spreading, which may become critical for defining individualized tau-PET readouts in clinical trials. Since tau is assumed to spread throughout connected regions, we used functional connectivity to improve tau spreading predictions over Braak staging methods. We included two samples with longitudinal tau-PET from controls and AD patients. Cross-sectionally, we found connectivity of tau epicenters (i.e., regions with earliest tau) to predict estimated tau spreading sequences. Longitudinally, we found tau accumulation rates to correlate with connectivity strength to patient-specific tau epicenters. A connectivity-based, patient-centered tau spreading model improved the assessment of tau accumulation rates compared to Braak stage-specific readouts and reduced sample sizes by ~40% in simulated tau-targeting interventions. Thus, connectivity-based tau spreading models may show utility in clinical trials.",Sci Adv,2020
32985496,Global quantitative analysis of the human brain proteome and phosphoproteome in Alzheimer's disease.,"Alzheimer's disease (AD) is characterized by an early, asymptomatic phase (AsymAD) in which individuals exhibit amyloid-beta (Aβ) plaque accumulation in the absence of clinically detectable cognitive decline. Here we report an unbiased multiplex quantitative proteomic and phosphoproteomic analysis using tandem mass tag (TMT) isobaric labeling of human post-mortem cortex (n = 27) across pathology-free controls, AsymAD and symptomatic AD individuals. With off-line high-pH fractionation and liquid chromatography coupled to tandem mass spectrometry (LC-MS/MS) on an Orbitrap Lumos mass spectrometer, we identified 11,378 protein groups across three TMT 11-plex batches. Immobilized metal affinity chromatography (IMAC) was used to enrich for phosphopeptides from the same TMT-labeled cases and 51,736 phosphopeptides were identified. Of these, 48,992 were quantified by TMT reporter ions representing 33,652 unique phosphosites. Two reference standards in each TMT 11-plex were included to assess intra- and inter-batch variance at the protein and peptide level. This comprehensive human brain proteome and phosphoproteome dataset will serve as a valuable resource for the identification of biochemical, cellular and signaling pathways altered during AD progression.",Sci Data,2020
33335244,Identification of Alzheimer's disease using a convolutional neural network model based on T1-weighted magnetic resonance imaging.,"The classification of Alzheimer's disease (AD) using deep learning methods has shown promising results, but successful application in clinical settings requires a combination of high accuracy, short processing time, and generalizability to various populations. In this study, we developed a convolutional neural network (CNN)-based AD classification algorithm using magnetic resonance imaging (MRI) scans from AD patients and age/gender-matched cognitively normal controls from two populations that differ in ethnicity and education level. These populations come from the Seoul National University Bundang Hospital (SNUBH) and Alzheimer's Disease Neuroimaging Initiative (ADNI). For each population, we trained CNNs on five subsets using coronal slices of T1-weighted images that cover the medial temporal lobe. We evaluated the models on validation subsets from both the same population (within-dataset validation) and other population (between-dataset validation). Our models achieved average areas under the curves of 0.91-0.94 for within-dataset validation and 0.88-0.89 for between-dataset validation. The mean processing time per person was 23-24 s. The within-dataset and between-dataset performances were comparable between the ADNI-derived and SNUBH-derived models. These results demonstrate the generalizability of our models to different patients with different ethnicities and education levels, as well as their potential for deployment as fast and accurate diagnostic support tools for AD.",Sci Rep,2020
33235192,Correction: Correlation between cognition and plasma noradrenaline level in Alzheimer's disease: a potential new blood marker of disease evolution.,A Correction to this paper has been published: https://doi.org/10.1038/s41398-020-01102-y.,Transl Psychiatry,2020
34874463,Dysregulated coordination of MAPT exon 2 and exon 10 splicing underlies different tau pathologies in PSP and AD.,"Understanding regulation of MAPT splicing is important to the etiology of many nerurodegenerative diseases, including Alzheimer disease (AD) and progressive supranuclear palsy (PSP), in which different tau isoforms accumulate in pathologic inclusions. MAPT, the gene encoding the tau protein, undergoes complex alternative pre-mRNA splicing to generate six isoforms. Tauopathies can be categorized by the presence of tau aggregates containing either 3 (3R) or 4 (4R) microtubule-binding domain repeats (determined by inclusion/exclusion of exon 10), but the role of the N-terminal domain of the protein, determined by inclusion/exclusion of exons 2 and 3 has been less well studied. Using a correlational screen in human brain tissue, we observed coordination of MAPT exons 2 and 10 splicing. Expressions of exon 2 splicing regulators and subsequently exon 2 inclusion are differentially disrupted in PSP and AD brain, resulting in the accumulation of 1N4R isoforms in PSP and 0N isoforms in AD temporal cortex. Furthermore, we identified different N-terminal isoforms of tau present in neurofibrillary tangles, dystrophic neurites and tufted astrocytes, indicating a role for differential N-terminal splicing in the development of disparate tau neuropathologies. We conclude that N-terminal splicing and combinatorial regulation with exon 10 inclusion/exclusion is likely to be important to our understanding of tauopathies.",Acta Neuropathol,2021
