pmid,title,abstract,journal,year
40087396,Endothelial TDP-43 depletion disrupts core blood-brain barrier pathways in neurodegeneration.,"Endothelial cells (ECs) help maintain the blood-brain barrier but deteriorate in many neurodegenerative disorders. Here we show, using a specialized method to isolate EC and microglial nuclei from postmortem human cortex (92 donors, 50 male and 42 female, aged 20-98 years), that intranuclear cellular indexing of transcriptomes and epitopes enables simultaneous profiling of nuclear proteins and RNA transcripts at a single-nucleus resolution. We identify a disease-associated subset of capillary ECs in Alzheimer's disease, amyotrophic lateral sclerosis and frontotemporal degeneration. These capillaries exhibit reduced nuclear β-catenin and β-catenin-downstream genes, along with elevated TNF/NF-κB markers. Notably, these transcriptional changes correlate with the loss of nuclear TDP-43, an RNA-binding protein also depleted in neuronal nuclei. TDP-43 disruption in human and mouse ECs replicates these alterations, suggesting that TDP-43 deficiency in ECs is an important factor contributing to blood-brain barrier breakdown in neurodegenerative diseases.",Nat Neurosci,2025
40050704,Microglial mechanisms drive amyloid-β clearance in immunized patients with Alzheimer's disease.,"Alzheimer's disease (AD) therapies utilizing amyloid-β (Aβ) immunization have shown potential in clinical trials. Yet, the mechanisms driving Aβ clearance in the immunized AD brain remain unclear. Here, we use spatial transcriptomics to explore the effects of both active and passive Aβ immunization in the AD brain. We compare actively immunized patients with AD with nonimmunized patients with AD and neurologically healthy controls, identifying distinct microglial states associated with Aβ clearance. Using high-resolution spatial transcriptomics alongside single-cell RNA sequencing, we delve deeper into the transcriptional pathways involved in Aβ removal after lecanemab treatment. We uncover spatially distinct microglial responses that vary by brain region. Our analysis reveals upregulation of the triggering receptor expressed on myeloid cells 2 (TREM2) and apolipoprotein E (APOE) in microglia across immunization approaches, which correlate positively with antibody responses and Aβ removal. Furthermore, we show that complement signaling in brain myeloid cells contributes to Aβ clearance after immunization. These findings provide new insights into the transcriptional mechanisms orchestrating Aβ removal and shed light on the role of microglia in immune-mediated Aβ clearance. Importantly, our work uncovers potential molecular targets that could enhance Aβ-targeted immunotherapies, offering new avenues for developing more effective therapeutic strategies to combat AD.",Nat Med,2025
39941562,Therapeutic Potential of Experimental Stereotactic Hippocampal Cell Transplant in the Management of Alzheimer's Disease.,"Due to a continuous increase in life expectancy and the progress made in specialized healthcare, the incidence of Alzheimer's disease (AD) has dramatically increased to the point that it has become one of the main challenges of contemporary medicine. Despite a huge scientific and clinical effort, current treatments manage just a temporary alleviation of symptomatology but offer no cure. Modern trials involving cell transplantation in experimental animals require the involvement of neurosurgeons in the treatment protocol. CSF shunting, intraventricular infusions, or DBS for symptoms relief have been an integral part of the therapeutic arsenal from the very beginning. The development of stereotactic surgery has facilitated the experimental potential of cell transplantation in the hippocampus for Alzheimer's disease. We conducted a narrative review of the literature in the top three medical databases (PubMed, Science Direct, and Google Scholar) using the keywords ""Alzheimer's disease"", ""hippocampus"", and ""transplant"". After eliminating duplicates, 241 papers were selected and screened by title and abstract. Two reviewers independently analyzed the 88 papers and chose 32 experiments that involved stereotactic hippocampal transplantation of cells in experimental animals with AD. The stereotactic transplantation of cells such as mesenchymal stem cells (MSCs), neuronal stem cells (NSCs), induced pluripotent cells (iPSCs), astrocytes, and derivates from stem cells was analyzed. The experiments used either a chemically induced or transgenic AD model and observed the impact of the stereotactic transplantation with behavioral testing, MRS spectroscopy, and biochemical analysis. The stereotaxic method delivers minimal invasive treatment option by cell transplantation at the hippocampus. The results showed that amyloid deposits were lower after transplantation, showing a positive impact. Other impactful results involve proliferation of neurogenesis, downregulation of anti-inflammatory response, and increased neuronal plasticity. The increased precision with which the stereotaxic method manages to target deep structures of the brain and the results of the reviewed papers could represent an argument for future human trials. More studies are needed to confirm the viability of the transplanted cells and the long-term effects.",J Clin Med,2025
40158220,Structural basis of oligomerization-modulated activation and autoinhibition of orphan receptor GPR3.,"G protein-coupled receptor 3 (GPR3) is a class A orphan receptor characterized by high constitutive activity in the G<sub>s</sub> signaling pathway. GPR3 has been implicated in Alzheimer's disease and the regulation of thermogenesis in human adipocytes, yet the molecular mechanisms underlying its self-activation and potential endogenous modulators remain unclear. In this study, we present cryo-electron microscopy (cryo-EM) structures of GPR3 in different oligomerization states, both in the absence and presence of G protein. Notably, in addition to the monomeric form of GPR3, our findings reveal a functional GPR3 dimer with an extensive dimer interface-a feature rarely observed in class A GPCRs. Moreover, oligomerization appears to be linked to a unique autoinhibition mechanism involving intracellular loops, which may regulate GPR3 signaling. Collectively, these results provide new insights into the oligomerization-modulated activation of orphan GPCRs, advancing our understanding of their signaling properties.",Cell Rep,2025
39956772,Altered functional connectivity between primary visual cortex and cerebellum in Alzheimer's disease.,"BACKGROUND: It is known that eyes-open (EO) and eyes-closed (EC) conditions invoke different organizations of brain functional networks, such as sensorimotor, attention, and salience networks in healthy participants. Functional connectivity (FC) extracted from resting-state functional magnetic resonance imaging data, under either EO or EC conditions, has been widely applied to explore the neural substrates of Alzheimer's disease (AD). However, the impact of eye conditions on FC within the AD continuum remains not fully understood.
OBJECTIVE: This study aims to investigate the effects of eye conditions on FC across the AD continuum.
METHODS: FC with the primary visual cortex (V1) seed was analyzed for both EO and EC conditions in 59 amyloid-β (Aβ)-positron emission tomography (PET)-negative cognitively normal (CN-), 14 Aβ-PET-positive CN+, 24 mild cognitive impairment (MCI+), and 15 AD individuals.
RESULTS: EO and EC differently modulated FC between the V1 and cerebellum, especially the posterior vermis, in all groups. In CN-, CN+, and MCI+ groups, EO significantly facilitated FC between V1 and the cerebellum compared with the EC condition. However, the AD group showed the reverse pattern. Moreover, a sub-analysis demonstrated that the FC significantly correlated with a truncal balance measure under EO, but not EC, in participants with MCI+ and AD.
CONCLUSIONS: The results show that the FC between the V1 and cerebellum changed in AD. This finding may partially explain the impaired truncal balance and tendency to fall down in AD. This study suggests that analyzing FC under EO and EC conditions may provide a new functional biomarker for AD.",J Alzheimers Dis,2025
39954872,A quantitatively interpretable model for Alzheimer's disease prediction using deep counterfactuals.,"Deep learning (DL) for predicting Alzheimer's disease (AD) has provided timely intervention in disease progression yet still demands attentive interpretability to explain how their DL models make definitive decisions. Counterfactual reasoning has recently gained increasing attention in medical research because of its ability to provide a refined visual explanatory map. However, such visual explanatory maps based on visual inspection alone are insufficient unless we intuitively demonstrate their medical or neuroscientific validity via quantitative features. In this study, we synthesize the counterfactual-labeled structural MRIs using our proposed framework and transform it into a gray matter density map to measure its volumetric changes over the parcellated region of interest (ROI). We also devised a lightweight linear classifier to boost the effectiveness of constructed ROIs, promoted quantitative interpretation, and achieved comparable predictive performance to DL methods. Throughout this, our framework produces an ""AD-relatedness index"" for each ROI. It offers an intuitive understanding of brain status for an individual patient and across patient groups concerning AD progression.",Neuroimage,2025
40145307,Brain structural alterations in young women with premature ovarian insufficiency: Implications for dementia risk.,"INTRODUCTION: Premature ovarian insufficiency (POI), marked by ovarian function loss before age 40, is linked to a higher risk of dementia, including Alzheimer's disease (AD). However, the associated brain structural changes remain poorly understood.
METHODS: We analyzed T1-weighted and diffusion tensor imaging in 33 idiopathic POI women and 51 healthy controls, using voxel-based, surface-based morphometry, and network analyses to assess gray matter volume (GMV), cortical thickness, and brain connectivity.
RESULTS: Women with POI showed significant GMV and cortical thickness reductions in the frontal, parietal, and temporal regions (p < 0.05), alongside impaired connectivity with key regions such as the hippocampus, thalamus, and amygdala (p < 0.05). Younger POI subgroups exhibited changes in more widespread brain regions. In additionally, notable atrophy was observed in specific hippocampal and thalamic subregions in POI (p < 0.05).
DISCUSSION: This preliminary study suggests early neurodegenerative patterns in POI, potentially contributing to dementia risk. Further research is needed to explore the underlying mechanisms and potential interventions.
HIGHLIGHTS: We evaluated brain structural changes in participants with idiopathic premature ovarian insufficiency (POI). The observed brain alterations in POI participants closely resemble those seen in early dementia, including regions specifically associated with Alzheimer's disease (AD). These findings highlight the critical need for early interventions to reduce the long-term risks of cognitive impairment and dementia in women with POI.",Alzheimers Dement,2025
39775833,Genetic Analysis of Retinal Cell Types in Neuropsychiatric Disorders.,"IMPORTANCE: As an accessible part of the central nervous system, the retina provides a unique window to study pathophysiological mechanisms of brain disorders in humans. Imaging and electrophysiological studies have revealed retinal alterations across several neuropsychiatric and neurological disorders, but it remains largely unclear which specific cell types and biological mechanisms are involved.
OBJECTIVE: To determine whether specific retinal cell types are affected by genomic risk for neuropsychiatric and neurological disorders and to explore the mechanisms through which genomic risk converges in these cell types.
DESIGN, SETTING, AND PARTICIPANTS: This genetic association study combined findings from genome-wide association studies in schizophrenia, bipolar disorder, major depressive disorder, multiple sclerosis, Parkinson disease, Alzheimer disease, and stroke with retinal single-cell transcriptomic datasets from humans, macaques, and mice. To identify susceptible cell types, Multi-Marker Analysis of Genomic Annotation (MAGMA) cell-type enrichment analyses were applied and subsequent pathway analyses performed. The cellular top hits were translated to the structural level using retinal optical coherence tomography (acquired between 2009 and 2010) and genotyping data in the large population-based UK Biobank cohort study. Data analysis was conducted between 2022 and 2024.
MAIN OUTCOMES AND MEASURES: Cell type-specific enrichment of genetic risk loading for neuropsychiatric and neurological disorder traits in the gene expression profiles of retinal cells.
RESULTS: Expression profiles of amacrine cells (interneurons within the retina) were robustly enriched in schizophrenia genetic risk across mammalian species and in different developmental stages. This enrichment was primarily driven by genes involved in synapse biology. Moreover, expression profiles of retinal immune cell populations were enriched in multiple sclerosis genetic risk. No consistent cell-type associations were found for bipolar disorder, major depressive disorder, Parkinson disease, Alzheimer disease, or stroke. On the structural level, higher polygenic risk for schizophrenia was associated with thinning of the ganglion cell inner plexiform layer, which contains dendrites and synaptic connections of amacrine cells (B, -0.09; 95% CI, -0.16 to -0.03; P = .007; n = 36 349; mean [SD] age, 57.50 [8.00] years; 19 859 female [54.63%]). Higher polygenic risk for multiple sclerosis was associated with increased thickness of the retinal nerve fiber layer (B, 0.06; 95% CI, 0.02 to 0.10; P = .007; n = 36 371; mean [SD] age, 57.51 [8.00] years; 19 843 female [54.56%]).
CONCLUSIONS AND RELEVANCE: This study provides novel insights into the cellular underpinnings of retinal alterations in neuropsychiatric and neurological disorders and highlights the retina as a potential proxy to study synaptic pathology in schizophrenia.",JAMA Psychiatry,2025
39984543,Association of genetic risk of Alzheimer's disease and cognitive function in two European populations.,"Although there is some evidence of an association between Alzheimer's disease polygenic risk score (AD PRS) and cognitive function, limited validations have been performed in large populations. We investigated the relationship between AD PRS and cognitive function in the UK Biobank in over 276,000 participants and further validated the association in the Alzheimer's Disease Neuroimaging Initiative (ADNI) sample. We developed the AD PRS (excluded the APOE variants) in the middle age UK Biobank participants (age ranged 39-72, mean age 57 years) of European ancestries by LDpred2. To validate the association of AD PRS and cognitive function internally in the UK Biobank, we linearly regressed standardized cognitive function on continuous standardized AD PRS with age at cognitive test, sex, genotyping array, first 10 principal components of genotyping, smoking, education in years, body mass index, and apolipoprotein E gene ε4 (APOE4) risk allele dosages. To validate the associations externally, we ran the linear mixed effects model in the ADNI sample free of dementia (age ranged 55-91, mean age 73), including similar covariates as fixed effects and participants' IDs as the random effect. Stratification by age, APOE4 carrier status, and cognitive status (cognitively normal or mild cognitive impairment) was also investigated. Our study validated the associations of AD PRS and cognitive function in both midlife and late-life observational cohorts. Although not all of the cognitive measures were significantly associated with AD PRS, non-verbal fluid reasoning (matrix pattern completion, β = - 0.022, P = 0.003), processing speed (such as symbol digit substitution, β = - 0.017, P = 1.08E-05), short-term memory and attention (such as pairs matching, β = - 0.014, P = 1.66E-10), and reaction time (β = - 0.010, P = 1.19E-06) were inversely associated with increasing AD PRS in the UK Biobank. Higher likelihood of cognitive impairment was also associated with higher AD PRS in the ADNI cognitive normal individuals (AD assessment scale β = 0.079, P = 0.02). In summary, we confirmed that poorer cognitive function was associated with a higher polygenic AD risk, and suggested the potential utility of the AD PRS in identifying those who may be at risk for further cognitive decline.",Sci Rep,2025
40133283,Emerging biophysical origins and pathogenic implications of amyloid oligomers.,"The amyloid hypothesis has been a leading narrative concerning the pathophysiological foundation of Alzheimer's and Parkinson's disease. At the two ends of the hypothesis lie the functional protein monomers and the pathology-defining amyloid fibrils, while the early stages of protein aggregation are populated by polymorphic, transient and neurotoxic oligomers. As the structure and activity of oligomers are intertwined, here we show oligomers arising from liquid-liquid phase separation and β-barrel formation, their routes to neurodegeneration, and their role in cerebrovascular perturbation. Together, this Perspective converges on the multifaceted oligomer-axis central to the pathological origin and, hence, the treatment of amyloid diseases.",Nat Commun,2025
40147752,Oligomer sensitive in-situ detection and characterization of gold colloid aggregate formations observed within the hippocampus of the Alzheimer's disease rat.,"In order to better understand the dynamics governing the formation of pathological oligomers leading to Alzheimer's disease (AD) in a rat model the present study examined the protein aggregates accumulating on gold colloids in the hippocampus. Sections of the hippocampus of the Long Evans Cohen's AD(+) rat model were mixed with gold colloids and the resulting aggregates were examined by Surface Enhanced Raman Scattering (SERS) imaging. Compared to AD(-) rat tissues, the AD(+) rat hippocampal tissues produced a larger sized gold colloid aggregates. The SERS spectrum of each hippocampal section exhibited similar spectral patterns in the Amide I, II, and III band regions, but showed distinct spectral patterns in the region between 300 cm<sup>-1</sup> - 1250 cm<sup>-1</sup> in AD(+) rat tissues, respectively. Amyloid fibrils with a β-sheet conformation were previously reported to form gold colloid aggregates in mouse and human AD brain tissues. The gold colloid aggregates in the AD (+) rat hippocampal brain sections showed distinct morphological traits compared to those observed in AD(-) rats. This suggests that there is a spatial distribution of oligomer concentration in the hippocampus, which induces fibril formation to disrupt neuronal networks within the hippocampus and between other parts of the brain.",Neurosci Lett,2025
40095481,Dementia diagnosis and prescription of antidementia drugs: An analysis of German claims data (2006-2016).,"BackgroundUse of claims data allows to analyze health service characteristics of dementia, which is one of the most frequent cognitive disorders in Germany and worldwide.ObjectiveThe study aimed at describing the variability in dementia diagnoses and in antidementia drug prescription pattern.MethodsWe analyzed data from a population-based sample of one of the largest German statutory health insurances. The cohort included 30,403 patients with incident dementia diagnosis from 2006-2016. We described frequencies, patterns, and interrelations of diagnoses (Alzheimer's disease (AD), vascular dementia, other specific dementia, unspecified dementia (UD), antidementia drugs (ADD), and professional groups. We described switches in diagnostic and medication patterns between index quarter and following quarters, and evaluated the prescriptions in relation to national guidelines.ResultsA total of 87% of patients received a diagnosis of UD in at least one quarter of insurance. In the quarter of incident diagnosis, 14% of patients received more than one diagnostic code of dementia, whereas over the course of observation, the majority of patients received more than one diagnostic code (61%). Most patients were diagnosed by a general practitioner without involving a specialist. All professional groups primarily made UD diagnoses except specialists who mainly diagnosed AD. Thirty-five percent of all patients and 67% of AD patients were prescribed an ADD at least once.ConclusionsSpecialists made the most specific diagnoses and prescribed most ADDs. A specialist consultation may be advisable, but only 34% of patients visited one. Many AD patients might be left untreated due to underdiagnosis or -treatment.",J Alzheimers Dis,2025
39774485,"APOE4 and infectious diseases jointly contribute to brain glucose hypometabolism, a biomarker of Alzheimer's pathology: New findings from the ADNI.","BACKGROUND: Impaired brain glucose metabolism is a preclinical feature of neurodegenerative diseases such as Alzheimer's disease (AD). Infections may promote AD-related pathology. Therefore, we investigated the interplay between infections and APOE4, a strong genetic risk factor for AD.
METHODS: We analyzed data on 1,509 participants in the Alzheimer's Disease Neuroimaging Initiative (ADNI) database using multivariate linear regression models. The outcomes were rank-normalized hypometabolic convergence index (HCI), statistical regions of interest (SROI) for AD, and mild cognitive impairment (MCI). Marginal mean estimates for infections, stratified by APOE4 carrier status, were then computed.
RESULTS: Prior infections were associated with greater HCI [β = 0.15, 95% CI: 0.03, 0.27, p = 0.01]. The combined effects of infections and APOE4 carriers on HCI levels were significantly greater than either variable alone. Among APOE4 carriers, the estimated marginal mean was 0.62, rising to 0.77, with infections (p<0.001), indicating an interaction effect. Carriers with multiple infections showed greater hypometabolism (higher HCI), with an estimate of 0.44 (p = 0.01) compared to 0.11 (p = 0.08) for those with a single infection, revealing a dose-response relationship. The estimates for the association of infections with SROI AD and SROI MCI were β = -0.01 (p = 0.02) and β = -0.01 (p = 0.04), respectively.
CONCLUSION: Our findings suggest that infections and APOE4 jointly contribute to brain glucose hypometabolism and AD pathology, supporting a ""multi-hit"" mechanism in AD development.",PLoS One,2025
40123639,"Influence of cognitive, neuropsychiatric, and diagnostic factors on financial capacity: A longitudinal analysis of the ADNI cohort.","INTRODUCTION: Financial capacity (FC) is the ability to independently manage finances in a manner consistent with one's self-interest. To investigate the relationship between FC, cognitive domains, neuropsychiatric symptoms, and transitions from normal cognition (cognitive normal [CN]) to mild cognitive impairment (MCI) or Alzheimer's disease (AD), we conducted a secondary analysis of the Alzheimer's Disease Neuroimaging Initiative (ADNI) cohort using the Financial Capacity Instrument short form (FCI-SF).
METHODS: To examine these longitudinal relationships, we fit two models, a random effects (random intercept) ""time-averaged"" model and a ""time since previous visit"" model, where we regressed each of the five component financial scores on each of the cognitive composite scores. To examine the effect of baseline FCI-SF performance on conversion rates from normal to MCI or AD, we computed a survival model.
RESULTS: A total of 874 participants (diagnostic group, N, mean age: CN: 501, 74.4; MCI: 319, 74.6; and AD 54, 74.9) were included in the analyses. In time since previous visit models, we found that lower executive function composite scores were related to decline in the complex checkbook score (ß = 1.35 (0.55), p = 0.016) and total completion time of the FCI-SF (ß = 1.85 (9.36), p = 0.025). In addition, lower composite visuospatial score was significantly related to poorer performance on financial conceptual knowledge, complex checkbook, and total completion time. Lower composite memory score was highly related to decline in financial conceptual knowledge, single checkbook, and bank statement subscale scores. ADNI participants in the lowest tertile of total completion time, at any point in time, were four times more likely to receive a diagnosis of MCI or AD compared to participants in the highest tertile with a hazard ratio of 4.22 ([2.29] p = 008).
DISCUSSION: There is a multifaceted interaction between poorer cognition and everyday financial function where executive function, memory, and visuospatial cognition are related to FC. The strongest predictor of conversion from normal to either MCI or AD, appears to be time to completion.
HIGHLIGHTS: Decline in financial capacity (FC) is observed during transition to dementia and increases the risk of negative outcomes.Executive function, memory, and visuospatial cognition are related to FC.The strongest predictor of conversion from normal to either mild cognitive impairment (MCI) or Alzheimer's disease (AD) is time to completion or processing speed.",Alzheimers Dement (Amst),2025
39932627,Reduction of Neuroinflammation as a Common Mechanism of Action of Anorexigenic and Orexigenic Peptide Analogues in the Triple Transgenic Mouse Model of Alzheimer´s Disease.,"Alzheimer's disease (AD) is the most common form of dementia. Characterized by progressive neurodegeneration, AD typically begins with mild cognitive decline escalating to severe impairment in communication and responsiveness. It primarily affects cerebral regions responsible for cognition, memory, and language processing, significantly impeding the functional independence of patients. With nearly 50 million dementia cases worldwide, a number expected to triple by 2050, the need for effective treatments is more urgent than ever. Recent insights into the association between obesity, type 2 diabetes mellitus, and neurodegenerative disorders have led to the development of promising treatments involving antidiabetic and anti-obesity agents. One such novel promising candidate for addressing AD pathology is a lipidized analogue of anorexigenic peptide called prolactin-releasing peptide (palm<sup>11</sup>-PrRP31). Interestingly, anorexigenic and orexigenic peptides have opposite effects on food intake regulation, however, both types exhibit neuroprotective properties. Recent studies have also identified ghrelin, an orexigenic peptide, as a potential neuroprotective agent. Hence, we employed both anorexigenic and orexigenic compounds to investigate the common mechanisms underpinning their neuroprotective effects in a triple transgenic mouse model of AD (3xTg-AD mouse model) combining amyloid-beta (Aβ) pathology and Tau pathology, two hallmarks of AD. We treated 3xTg-AD mice for 4 months with two stable lipidized anorexigenic peptide analogues - palm<sup>11</sup>-PrRP31, and liraglutide, a glucagon-like peptide 1 (GLP-1) analogue - as well as Dpr<sup>3</sup>-ghrelin, a stable analogue of the orexigenic peptide ghrelin, and using the method of immunohistochemistry and western blot demonstrate the effects of these compounds on the development of AD-like pathology in the brain. Palm<sup>11</sup>-PrRP31, Dpr<sup>3</sup>-ghrelin, and liraglutide reduced intraneuronal deposits of Aβ plaque load in the hippocampi and amygdalae of 3xTg-AD mice. Palm<sup>11</sup>-PrRP31 and Dpr<sup>3</sup>-ghrelin reduced microgliosis in the hippocampi, amygdalae, and cortices of 3xTg-AD mice. Palm<sup>11</sup>-PrRP31 and liraglutide reduced astrocytosis in the amygdalae of 3xTg-AD mice. We propose that these peptides are involved in reducing inflammation, a common mechanism underlying their therapeutic effects. This is the first study to demonstrate improvements in AD pathology following the administration of both orexigenic and anorexigenic compounds, highlighting the therapeutic potential of food intake-regulating peptides in neurodegenerative disorders.",J Neuroimmune Pharmacol,2025
39744523,Targeted plasma metabolomics reveals potential biomarkers of the elderly with mild cognitive impairment in Qingdao rural area.,"INTRODUCTION: Previous research has suggested a link between the onset of Alzheimer's disease (AD) and metabolic disorder; however, the findings have been inconsistent. To date, the majority of metabolomics studies have focused on AD, resulting in a relative paucity of research on early-stage conditions such as mild cognitive impairment (MCI) underexplored. In this study, we employed a comprehensive platform for the early screening of individuals with MCI using high-throughput targeted metabolomics.
METHOD: We included 171 participants including 124 individuals with MCI and 47 healthy subjects. Univariate statistical analysis was conducted using t-tests or Wilcoxon rank-sum tests, with p-values corrected by the Benjamini-Hochberg method. The screening criteria were set at FDR &lt; 0.05 and fold change (FC) &gt; 1.5 or &lt; 0.67. Multivariate analysis was performed using orthogonal partial least squares discriminant analysis (OPLS-DA), where differential metabolites were identified based on variable influence on projection (VIP) scores (VIP &gt; 1 and FDR &lt; 0.05). Random forest analysis was used to further evaluate the ability of the metabolic data to distinguish effectively between the two groups.
RESULTS: A total of 14 differential metabolites were identified, leading to the discovery of a biomarker panel consisting of three plasma metabolites including uric acid, pyruvic acid and isolithocholic acid that effectively distinguished MCI patients from healthy subjects.
DISCUSSION: These findings have provided a comprehensive metabolic profile, offering valuable insights into the early prediction and understanding of the pathogenic processes underlying MCI. This study holds the potential for advancing early detection and intervention strategies for MCI.",Front Aging Neurosci,2024
39907902,Long Non-Coding RNAs: Crucial Regulators in Alzheimer's Disease Pathogenesis and Prospects for Precision Medicine.,"Long non-coding RNAs (LncRNAs) have emerged as pivotal regulators in the pathogenesis of Alzheimer's disease (AD), a progressive neurodegenerative disorder characterized by cognitive decline and memory loss. With the capacity to modulate gene expression at various levels, LncRNAs are implicated in multiple pathological mechanisms of AD, including amyloid-beta (Aβ) accumulation, tau protein phosphorylation, neuroinflammation, and neuronal apoptosis. Recent studies have highlighted the potential of LncRNAs as diagnostic biomarkers and therapeutic targets due to their differential expression patterns in AD patients. This review synthesizes current knowledge on the role of LncRNAs in AD, focusing on their involvement in key molecular pathways and their promise as indicators for early diagnosis and prognosis. We discuss the regulatory networks of LncRNAs in the context of AD, their interaction with miRNAs, and the implications for developing novel therapeutic strategies. Despite the complexity and variability in LncRNA function, the prospect of harnessing these molecules for precision medicine in AD is gaining momentum. The translational potential of LncRNA-based interventions offers a new frontier in the quest for effective treatments and a deeper understanding of the molecular underpinnings of AD.",Mol Neurobiol,2025
40110684,Marital status and risk of dementia over 18 years: Surprising findings from the National Alzheimer's Coordinating Center.,"INTRODUCTION: Marital status is a potential risk/protective factor for adverse health outcomes. This study tested whether marital status was associated with dementia risk in older adults.
METHODS: Participants (N = 24,107; Mean<sub>age </sub>= 71.79) were from the National Alzheimer's Coordinating Center. Cox regressions tested the association between baseline marital status and clinically ascertained dementia over up to 18 years of follow-up.
RESULTS: Compared to married participants, widowed (hazard ratio [HR] = 0.73, 95% confidence interval [95% CI] = 0.67-0.79), divorced (HR = 0.66, 95% CI = 0.59-0.73), and never-married participants (HR = 0.60, 95% CI = 0.52-0.71) were at lower dementia risk, including for Alzheimer's disease and Lewy body dementia. The associations for divorced and never married remained significant accounting for demographic, behavioral, clinical, genetic, referral source, participation, and diagnostic factors. The associations were slightly stronger among professional referrals, males, and relatively younger participants.
DISCUSSION: Unmarried individuals may have a lower risk of dementia compared to married adults. The findings could indicate delayed diagnoses among unmarried individuals or challenge the assumption that marriage protects against dementia.
HIGHLIGHTS: Widowed, divorced, and never-married older adults had a lower dementia risk, compared to their married counterparts. Unmarried older adults were also at a lower risk of Alzheimer's disease and Lewy body dementia, with a pattern of mixed findings for frontotemporal lobar degeneration, and no associations with risk of vascular dementia or mild cognitive impairment. All unmarried groups were at a lower risk of progression from mild cognitive impairment to dementia. There was some evidence of moderation by age, sex, and referral source. However, stratified analyses showed small differences between groups, and most interactions were not significant, suggesting that the role of marital status in dementia tends to be similar across individuals at different levels of dementia risk due to education, depression, and genetic vulnerability.",Alzheimers Dement,2025
39945003,"Comparative the efficacy and safety of Gosuranemab, Semorinemab, Tilavonemab, and Zagotenemab in patients with Alzheimer's disease: a systematic review and network meta-analysis of randomized controlled trials.","OBJECTIVE: The aim of this study was to compare the efficacy and safety of anti-tau protein monoclonal antibodies for Alzheimer's disease (AD). Tau protein aggregation, a key pathological feature of AD, is closely associated with neurodegeneration and cognitive decline. Targeting tau protein has emerged as a promising therapeutic strategy. By investigating the effects of monoclonal antibodies on cognitive function, disease progression, and overall quality of life in patients with AD, which can provide valuable insights into their potential as a therapeutic option for this devastating neurodegenerative disorder.
METHODS: The randomized controlled trials (RCTs) investigating the efficacy of Gosuranemab, Semorinemab, Tilavonemab, and Zagotenemab in Alzheimer's disease (AD) were systematically searched across PubMed, Embase, Web of Science and Cochrane Library, up to May 2024. The control group included placebo. The efficacy indicators were change in the Mini Mental State Examination (MMSE), Clinical Dementia Rating Scale Sum of Boxes (CDR-SB), Alzheimer's Disease Assessment Scale-Cognitive (ADAS-Cog), Alzheimer's Disease Cooperative Study-Activities of Daily Living Scale (ADCS-ADL) from baseline until the time of efficacy observation. Statistical analysis was conducted using Stata 14 and RevMan 5.4. The purpose of data processing, including generating network evidence plots, surface under the cumulative ranking curve (SUCRA) ranking, league plots, and funnel plots, is to visually summarize and evaluate the relative effectiveness and safety and potential publication bias of multiple interventions. Mean differences (MD) and 95% confidence interval (95%CI) as effect sizes to analyze continuous variables.
RESULTS: This study encompassed six RCTs involving 2,193 patients. Semorinemab were more effective than placebo in MMSE and ADAS-Cog scores (MDs ranging between 0.52 and 3.21; MDs ranging between 0.17 and 3.30). Placebo showed relatively good efficacy according to SUCRA ranking on change in CDR-SB and ADCS-ADL scores (75.7 and 79.5%). Tilavonemab and Semorinemab exhibited efficacy similar to that of a placebo in the analysis of the two indicators. Tilavonemab showed a lower incidence of AE, SAE, fall, and urinary tract infections than placebo, and the differences were statistically significant. Most safety analysis results showed no statistical difference.
CONCLUSION: The results indicated that anti-tau protein monoclonal antibodies, such as Semorinemab and Tilavonemab, showed promise in terms of efficacy and safety for managing AD. Further studies are needed to confirm these findings, assess long-term effects, and refine treatment protocols.
SYSTEMATIC REVIEW REGISTRATION: https://www.crd.york.ac.uk/prospero/#myprospero, CRD42024583388.",Front Aging Neurosci,2024
40142784,Glucagon-like Peptide-1 Receptor Agonists: Exciting Avenues Beyond Weight Loss.,"The last two decades have proffered many remarkable choices in managing type 1 and type 2 diabetes mellitus. Leading the list are glucagon-like peptide-1 receptor agonists (GLP1RAs), the first of which, exenatide, was approved by the FDA in 2005. Two other major classes of drugs have also entered the market: dipeptidyl peptidase-4 (DPP-4) inhibitors, commonly known as gliptins and approved in 2006, and sodium-glucose cotransporter-2 (SGLT-2) inhibitors, with the first approval occurring in 2013. These drugs have revolutionized the treatment of diabetes. Additionally, on the horizon, the once-weekly basal insulin analog insulin icodec and the once-weekly combination of insulin icodec and semaglutide are expected to be available in the future. Beyond glycemic control, GLP1RAs have exhibited benefits in conditions associated with diabetes, including hypertension, dyslipidemia, non-alcoholic steatohepatitis, as well as in neurodegenerative diseases such as Alzheimer's disease. Additionally, emerging research suggests potential roles in certain types of cancer, infertility, and associative learning. Major cardiovascular events seem to be lower in patients on GLP1RAs. While some evidence is robust, other findings remain tenuous. It is important that clinicians are familiar with current research in order to provide optimal evidence-based care to patients. In the not-too-distant future, there may be a case to prescribe these drugs for benefits outside diabetes.",J Clin Med,2025
